id,missing_count,hallucinated_count,contradictions_count,ref_precision,ref_recall,ref_f1,bleu,rouge_l_f
ex_000058,0,1,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9742894220755406,0.9898477157360406
ex_000059,1,3,3,0.7142857142857143,1.0,0.8333333333333333,0.9685028344374914,0.9841269841269841
ex_000060,1,4,0,1.0,1.0,1.0,1.0,1.0
ex_000061,1,0,0,1.0,1.0,1.0,1.0,1.0
ex_000062,0,3,1,0.3333333333333333,1.0,0.5,0.9688949900803225,0.9852941176470588
ex_000063,2,2,1,0.5,1.0,0.6666666666666666,0.9566908092674877,0.9794871794871794
ex_000064,0,3,1,0.8333333333333334,0.9375,0.8823529411764706,0.942248409043332,0.9742489270386266
ex_000065,0,2,1,0.0,0.0,0.0,0.9718961736569073,0.9858490566037736
ex_000066,0,2,1,0.0,0.0,0.0,0.9684329015922258,0.9850746268656716
ex_000067,0,0,0,1.0,1.0,1.0,0.9780197117210739,0.991304347826087
ex_000068,0,1,0,1.0,1.0,1.0,0.9896582825338524,0.9959016393442623
ex_000069,0,2,0,1.0,1.0,1.0,0.9909335099126606,0.9964028776978417
ex_000070,0,2,1,0.5,0.6666666666666666,0.5714285714285715,0.9647692201581601,0.9833333333333334
ex_000071,0,0,0,1.0,1.0,1.0,1.0,1.0
ex_000072,0,2,1,0.5,1.0,0.6666666666666666,0.975951414950296,0.9879032258064516
ex_000073,2,3,7,1.0,0.9166666666666666,0.9565217391304348,0.9693210032499554,0.9878419452887538
ex_000074,0,3,1,0.0,0.0,0.0,0.9547361567361393,0.9793388429752066
ex_000075,0,4,1,0.5,1.0,0.6666666666666666,0.9760474211897092,0.9879518072289156
ex_000076,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_000077,0,2,0,1.0,1.0,1.0,0.9519068447739284,0.9810426540284362
ex_000078,1,3,1,0.6666666666666666,1.0,0.8,0.9545491102836158,0.979253112033195
ex_000079,0,0,0,1.0,1.0,1.0,0.9867540076865134,0.9947643979057592
ex_000080,2,2,1,0.0,0.0,0.0,0.9375032519583861,0.9714285714285714
ex_000081,0,2,1,0.6,1.0,0.7499999999999999,0.9435934685893279,0.9742268041237113
ex_000082,0,0,0,1.0,1.0,1.0,0.9910310930034364,0.99644128113879
ex_000083,1,1,0,0.75,0.75,0.75,0.9236086014137653,0.9699570815450643
ex_000084,0,2,1,0.0,0.0,0.0,0.9717639128908165,0.985781990521327
ex_000085,0,0,0,1.0,1.0,1.0,0.9783995776439258,0.9914529914529915
ex_000086,0,3,3,0.6,1.0,0.7499999999999999,0.9791301158032941,0.9895104895104895
ex_000087,1,2,1,0.0,0.0,0.0,0.9656241523240131,0.983739837398374
ex_000088,0,2,0,1.0,1.0,1.0,1.0,1.0
ex_000089,0,3,1,0.6666666666666666,1.0,0.8,0.9294509624019061,0.9694656488549619
ex_000090,0,2,1,0.0,0.0,0.0,0.9216826559339618,0.9661016949152543
ex_000091,1,1,0,1.0,0.5,0.6666666666666666,0.9770088987549989,0.990909090909091
ex_000092,2,2,0,1.0,1.0,1.0,0.9633593507224876,0.9856115107913669
ex_000093,1,4,0,1.0,1.0,1.0,1.0,1.0
ex_000094,0,3,0,1.0,1.0,1.0,1.0,1.0
ex_000095,0,1,0,0.5,0.5,0.5,0.9439027462685401,0.977859778597786
ex_000096,1,2,2,1.0,1.0,1.0,0.958379103886293,0.9836065573770492
ex_000097,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_000098,0,4,1,0.5,1.0,0.6666666666666666,0.9450037762840088,0.9748743718592964
ex_000099,1,0,0,1.0,1.0,1.0,0.9694567430008707,0.9875
ex_000100,2,2,0,1.0,1.0,1.0,0.9789453779159841,0.9916666666666667
ex_000101,0,0,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9886228284909595,0.9954954954954955
ex_000102,1,2,1,0.5,1.0,0.6666666666666666,0.9538886262880703,0.9794520547945207
ex_000103,1,1,0,1.0,1.0,1.0,1.0,1.0
ex_000104,0,3,7,0.7647058823529411,0.8666666666666667,0.8125,0.8985093409239874,0.9565217391304348
ex_000105,0,0,0,1.0,1.0,1.0,1.0,1.0
ex_000106,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_000107,1,0,0,0.0,0.0,0.0,1.0,1.0
ex_000108,0,0,0,1.0,1.0,1.0,0.9922778027462396,0.9969325153374233
ex_000109,0,2,0,1.0,1.0,1.0,0.9874835464564958,0.995049504950495
ex_000110,0,2,0,1.0,1.0,1.0,0.9805052443647445,0.9922779922779923
ex_000111,0,3,0,1.0,1.0,1.0,0.9780197117210739,0.991304347826087
ex_000112,1,1,3,1.0,1.0,1.0,0.9660933020921969,0.9866666666666668
ex_000113,0,0,0,1.0,1.0,1.0,1.0,1.0
ex_000114,0,1,0,1.0,1.0,1.0,1.0,1.0
ex_000115,0,4,0,0.6,0.6,0.6,0.9431548065699031,0.9776536312849162
ex_000116,1,5,1,0.7142857142857143,1.0,0.8333333333333333,0.9782998220935273,0.989090909090909
ex_000117,0,4,1,0.5,1.0,0.6666666666666666,0.9638187573820379,0.9834983498349835
ex_000118,0,2,1,0.0,0.0,0.0,0.9220129527279873,0.9662447257383966
ex_000119,0,3,1,0.75,1.0,0.8571428571428571,0.9688949900803225,0.9852941176470588
ex_000120,4,3,0,1.0,1.0,1.0,1.0,1.0
ex_000121,0,2,0,1.0,1.0,1.0,0.980274498889302,0.9921875
ex_000122,0,0,5,1.0,1.0,1.0,0.9858950322343002,0.9943977591036415
ex_000123,0,0,0,1.0,1.0,1.0,0.9894398525264839,0.99581589958159
ex_000124,1,6,1,0.42857142857142855,0.6,0.5,0.9643256056163217,0.9831223628691983
ex_000125,0,2,1,0.8,1.0,0.888888888888889,0.9647692201581601,0.9833333333333334
ex_000126,0,2,1,0.8,1.0,0.888888888888889,0.9732732701194579,0.9865470852017937
ex_000127,1,3,1,0.6666666666666666,1.0,0.8,0.9717639128908165,0.985781990521327
ex_000128,2,5,0,1.0,1.0,1.0,1.0,1.0
ex_000129,0,3,1,0.3333333333333333,1.0,0.5,0.9738555803379285,0.9868421052631579
ex_000130,0,2,0,1.0,1.0,1.0,0.9872926730486749,0.9949748743718593
ex_000131,0,0,0,1.0,1.0,1.0,1.0,1.0
ex_000132,0,0,0,0.0,0.0,0.0,0.9808780520948701,0.9924242424242424
ex_000133,1,2,0,1.0,1.0,1.0,1.0,1.0
ex_000134,1,1,0,1.0,1.0,1.0,1.0,1.0
ex_000135,0,0,0,1.0,1.0,1.0,0.9571909027220098,0.9831460674157303
ex_000136,0,1,0,0.75,0.75,0.75,0.9873569411297848,0.995
ex_000137,0,0,0,0.0,0.0,0.0,0.9734708030037149,0.9895287958115183
ex_000138,1,2,1,0.5,1.0,0.6666666666666666,0.9753588168608552,0.9876033057851239
ex_000139,0,0,0,1.0,1.0,1.0,1.0,1.0
ex_000140,4,6,1,0.8333333333333334,1.0,0.9090909090909091,0.9749472549591167,0.9873949579831932
ex_000141,0,2,0,1.0,1.0,1.0,1.0,1.0
ex_000142,0,2,1,0.0,0.0,0.0,0.968991196254234,0.9843749999999999
ex_000143,0,0,0,1.0,1.0,1.0,1.0,1.0
ex_000144,0,0,0,1.0,1.0,1.0,0.9889252428787272,0.9956140350877193
ex_000145,0,3,3,0.5,0.6666666666666666,0.5714285714285715,0.931591330021437,0.967479674796748
ex_000146,0,2,1,0.7142857142857143,1.0,0.8333333333333333,0.8918485896484959,0.9541984732824427
ex_000147,0,0,0,1.0,1.0,1.0,0.9903749935783951,0.9961832061068703
ex_000148,0,0,0,0.0,0.0,0.0,0.9647315094566884,0.9849056603773585
ex_000149,0,3,4,1.0,1.0,1.0,1.0,1.0
ex_000150,1,5,1,0.8181818181818182,1.0,0.9,0.977981276545166,0.988929889298893
ex_000151,0,3,3,0.5,0.75,0.6,0.9488017862256393,0.9775641025641026
ex_000152,0,0,0,0.0,0.0,0.0,0.972447308367282,0.9891304347826086
ex_000153,0,2,0,1.0,1.0,1.0,0.9719327443037048,0.9888888888888889
ex_000154,1,2,0,1.0,1.0,1.0,0.9685153022585103,0.9875518672199171
ex_000155,0,2,1,0.0,0.0,0.0,0.9471192011347255,0.9758454106280193
ex_000156,0,2,0,1.0,1.0,1.0,0.9822368182344066,0.9929577464788732
ex_000157,1,4,1,0.75,1.0,0.8571428571428571,0.9726644288855123,0.9862385321100917
ex_000158,0,2,1,0.3333333333333333,1.0,0.5,0.9644747133143622,0.9831932773109243
ex_000159,0,6,1,0.6666666666666666,1.0,0.8,0.9699931118166816,0.9858156028368794
ex_000160,0,1,0,1.0,1.0,1.0,1.0,1.0
ex_000161,0,4,3,0.6666666666666666,1.0,0.8,0.9684329015922258,0.9850746268656716
ex_000162,0,4,0,1.0,1.0,1.0,0.9776262444536579,0.9911504424778761
ex_000163,1,3,1,0.4,0.5,0.4444444444444445,0.9334163076058949,0.9702970297029703
ex_000164,2,5,1,0.7777777777777778,1.0,0.8750000000000001,0.9520482139856004,0.9772727272727273
ex_000165,0,3,1,0.8,1.0,0.888888888888889,0.9599556127157068,0.981042654028436
ex_000166,0,1,0,1.0,1.0,1.0,0.9886228284909595,0.9954954954954955
ex_000167,0,0,0,0.0,0.0,0.0,0.9783058475491547,0.9914163090128756
ex_000168,0,0,0,0.0,0.0,0.0,0.9795482787001679,0.9919028340080972
ex_000169,1,3,1,0.6,1.0,0.7499999999999999,0.9458166046913573,0.9752475247524752
ex_000170,1,4,1,0.6666666666666666,1.0,0.8,0.9722856244940097,0.986046511627907
ex_000171,0,0,0,1.0,1.0,1.0,1.0,1.0
ex_000172,0,1,0,1.0,1.0,1.0,0.990662596497535,0.9962962962962963
ex_000173,0,0,0,0.0,0.0,0.0,0.9885708129572255,0.995475113122172
ex_000174,4,3,1,0.3333333333333333,1.0,0.5,0.9435934685893279,0.9742268041237113
ex_000175,0,2,1,0.5,1.0,0.6666666666666666,0.9529951768949794,0.9785407725321889
ex_000176,1,1,0,1.0,1.0,1.0,0.9806560985116503,0.9923371647509579
ex_000177,0,2,1,0.0,0.0,0.0,0.9727884062545311,0.9863013698630138
ex_000178,0,1,0,1.0,1.0,1.0,1.0,1.0
ex_000179,0,1,0,0.75,0.75,0.75,0.9846375189435109,0.9939393939393939
ex_000180,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_000181,1,0,0,0.0,0.0,0.0,1.0,1.0
ex_000182,1,0,0,1.0,1.0,1.0,0.9799582042769212,0.9920634920634921
ex_000183,0,2,1,0.6666666666666666,0.8571428571428571,0.75,0.9523846984783422,0.9782608695652174
ex_000184,0,4,1,0.5,1.0,0.6666666666666666,0.9573429033599878,0.9797979797979798
ex_000185,0,0,0,0.5,0.5,0.5,0.9876687702431277,0.9951219512195122
ex_000186,0,0,0,0.0,0.0,0.0,0.9462745740472865,0.9784172661870504
ex_000187,0,4,1,0.75,1.0,0.8571428571428571,0.9408637808887265,0.972972972972973
ex_000188,1,2,1,0.6,1.0,0.7499999999999999,0.9661958184323243,0.9829545454545454
ex_000189,1,3,1,0.3333333333333333,1.0,0.5,0.9571277317238539,0.9796954314720813
ex_000190,0,0,0,1.0,0.9090909090909091,0.9523809523809523,0.9809509089724414,0.9924528301886792
ex_000191,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_000192,0,2,1,0.0,0.0,0.0,0.9611339503918317,0.9822695035460993
ex_000193,1,2,0,1.0,1.0,1.0,0.9718261914310924,0.9888888888888889
ex_000194,0,0,0,1.0,1.0,1.0,0.9849616839182503,0.9940298507462687
ex_000195,0,2,1,0.6,1.0,0.7499999999999999,0.978609282114619,0.989247311827957
ex_000196,0,3,1,0.3333333333333333,1.0,0.5,0.9783313307443039,0.989769820971867
ex_000197,0,1,0,1.0,1.0,1.0,0.9808046357223932,0.9923954372623575
ex_000198,0,0,0,1.0,1.0,1.0,0.9713974755226628,0.9886792452830189
ex_000199,1,2,1,0.6,1.0,0.7499999999999999,0.9579756503329767,0.9800995024875622
ex_000200,0,1,0,1.0,1.0,1.0,0.9602481562527507,0.982532751091703
ex_000201,1,2,3,1.0,1.0,1.0,0.9790336739735509,0.991701244813278
ex_000202,0,1,0,1.0,1.0,1.0,1.0,1.0
ex_000203,0,2,1,0.5,1.0,0.6666666666666666,0.9799663289869769,0.9899328859060402
ex_000204,0,2,1,0.0,0.0,0.0,0.9843544943902749,0.9921465968586387
ex_000205,0,1,0,1.0,1.0,1.0,0.9721402119251268,0.989010989010989
ex_000206,1,0,0,1.0,1.0,1.0,0.9841504940787185,0.99375
ex_000207,2,0,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9465016144810244,0.9789473684210527
ex_000208,2,2,1,0.0,0.0,0.0,0.9737411571682488,0.986784140969163
ex_000209,0,2,1,0.0,0.0,0.0,0.9264322928108824,0.967741935483871
ex_000210,0,2,0,1.0,1.0,1.0,0.9903749935783951,0.9961832061068703
ex_000211,0,2,1,0.7777777777777778,1.0,0.8750000000000001,0.9515456223853946,0.9778761061946903
ex_000212,1,2,0,1.0,1.0,1.0,1.0,1.0
ex_000213,0,0,0,1.0,1.0,1.0,0.9899895766450997,0.996031746031746
ex_000214,1,1,0,1.0,1.0,1.0,0.9789453779159841,0.9916666666666667
ex_000215,2,0,0,1.0,1.0,1.0,0.9844463457437547,0.9938650306748467
ex_000216,0,2,0,1.0,1.0,1.0,1.0,1.0
ex_000217,0,3,1,0.8181818181818182,1.0,0.9,0.9585898986919522,0.9803921568627451
ex_000218,0,0,0,0.0,0.0,0.0,0.9795207772485897,0.991869918699187
ex_000219,0,2,1,0.5,1.0,0.6666666666666666,0.9735092795255366,0.9866666666666666
ex_000220,0,2,0,1.0,1.0,1.0,1.0,1.0
ex_000221,0,2,1,0.0,0.0,0.0,0.950454248518889,0.9773755656108598
ex_000222,1,4,1,0.5555555555555556,0.7142857142857143,0.6250000000000001,0.9555585188469662,0.9789473684210527
ex_000223,0,0,0,1.0,1.0,1.0,0.9428319055992288,0.9774774774774775
ex_000224,0,1,0,1.0,1.0,1.0,1.0,1.0
ex_000225,1,2,1,0.7142857142857143,1.0,0.8333333333333333,0.9673012179073605,0.9835164835164836
ex_000226,0,2,4,0.8666666666666667,1.0,0.9285714285714286,0.9622667212374924,0.9821428571428572
ex_000227,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_000228,0,0,3,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.9883579057291517,0.9953917050691244
ex_000229,0,3,3,0.6,1.0,0.7499999999999999,0.9732732701194579,0.9865470852017937
ex_000230,0,0,0,0.0,0.0,0.0,0.954553736284614,0.9817073170731707
ex_000231,4,1,0,1.0,1.0,1.0,1.0,1.0
ex_000232,1,0,0,1.0,1.0,1.0,1.0,1.0
ex_000233,1,2,1,0.7777777777777778,1.0,0.8750000000000001,0.8944646107634476,0.9554655870445343
ex_000234,0,3,1,0.5,1.0,0.6666666666666666,0.9213937217212603,0.9649122807017544
ex_000235,2,4,1,0.6666666666666666,1.0,0.8,0.9738555803379285,0.9868421052631579
ex_000236,0,2,1,0.6,1.0,0.7499999999999999,0.9649146499247092,0.9834024896265561
ex_000237,0,1,0,1.0,1.0,1.0,0.9644896143618171,0.985981308411215
ex_000238,0,1,5,1.0,1.0,1.0,0.9814457645824806,0.9926470588235294
ex_000239,2,1,0,1.0,1.0,1.0,1.0,1.0
ex_000240,0,1,0,0.875,0.875,0.875,0.9766516064148743,0.9907407407407407
ex_000241,1,7,3,0.7777777777777778,1.0,0.8750000000000001,0.9731536813391558,0.9864864864864865
ex_000242,0,3,2,1.0,1.0,1.0,0.9687774876823136,0.9876543209876543
ex_000243,0,2,1,0.0,0.0,0.0,0.9568662704234137,0.9803149606299212
ex_000244,1,0,0,1.0,1.0,1.0,1.0,1.0
ex_000245,0,0,0,1.0,1.0,1.0,0.995359503571957,0.9953917050691244
ex_000246,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_000247,0,1,0,1.0,1.0,1.0,0.9676326596213156,0.9871794871794872
ex_000248,0,3,3,0.25,0.5,0.3333333333333333,0.9694539174629401,0.9855595667870035
ex_000249,1,0,0,1.0,1.0,1.0,1.0,1.0
ex_000250,2,3,1,0.3333333333333333,1.0,0.5,0.9430088790602116,0.9739583333333334
ex_000251,1,2,6,1.0,1.0,1.0,0.9894842736191451,0.9958333333333333
ex_000252,0,2,1,0.75,1.0,0.8571428571428571,0.9802303715146048,0.990066225165563
ex_000253,0,5,1,0.6666666666666666,1.0,0.8,0.9625881154761236,0.9829351535836178
ex_000254,0,2,1,0.3333333333333333,1.0,0.5,0.9391226006271896,0.9728506787330317
ex_000255,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_000256,1,2,1,0.8,1.0,0.888888888888889,0.9773152799580068,0.988593155893536
ex_000257,1,1,0,1.0,1.0,1.0,1.0,1.0
ex_000258,0,4,1,0.5,1.0,0.6666666666666666,0.9746294467607448,0.9872340425531915
ex_000259,0,0,0,1.0,1.0,1.0,0.9888262404605161,0.995575221238938
ex_000260,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_000261,1,0,0,1.0,1.0,1.0,1.0,1.0
ex_000262,0,1,0,1.0,1.0,1.0,0.986012856208516,0.994475138121547
ex_000263,1,3,0,1.0,1.0,1.0,1.0,1.0
ex_000264,0,2,1,0.0,0.0,0.0,0.9720272011184153,0.9859154929577464
ex_000265,0,1,0,1.0,1.0,1.0,1.0,1.0
ex_000266,1,3,1,0.6363636363636364,0.7777777777777778,0.7000000000000001,0.9515456223853946,0.9778761061946903
ex_000267,0,2,1,0.6,1.0,0.7499999999999999,0.9650130633432443,0.9823529411764705
ex_000268,0,1,0,1.0,1.0,1.0,0.9890225062428615,0.9956521739130435
ex_000269,0,0,0,1.0,1.0,1.0,0.9919547333437438,0.9968051118210862
ex_000270,0,2,1,0.7777777777777778,1.0,0.8750000000000001,0.9718961736569073,0.9858490566037736
ex_000271,0,3,1,0.6,1.0,0.7499999999999999,0.9643256056163217,0.9831223628691983
ex_000272,1,0,0,1.0,1.0,1.0,1.0,1.0
ex_000273,0,3,1,0.3333333333333333,1.0,0.5,0.9802303715146048,0.990066225165563
ex_000274,0,3,1,0.5714285714285714,0.8,0.6666666666666666,0.9302804791419792,0.9694323144104803
ex_000275,0,1,0,1.0,1.0,1.0,0.9608929850229516,0.9818181818181818
ex_000276,0,2,1,0.6,1.0,0.7499999999999999,0.975951414950296,0.9879032258064516
ex_000277,1,1,0,1.0,1.0,1.0,1.0,1.0
ex_000278,0,3,1,0.6,1.0,0.7499999999999999,0.9594129410079233,0.9814814814814814
ex_000279,0,2,3,0.7142857142857143,1.0,0.8333333333333333,0.9392299495874515,0.9722222222222222
ex_000280,0,3,1,0.3333333333333333,1.0,0.5,0.9653438230829251,0.9836065573770492
ex_000281,1,2,1,0.5,1.0,0.6666666666666666,0.9732732701194579,0.9865470852017937
ex_000282,0,4,5,0.9,1.0,0.9473684210526316,0.9223404738943144,0.9663865546218487
ex_000283,1,3,1,0.75,1.0,0.8571428571428571,0.9647692201581601,0.9833333333333334
ex_000284,0,2,1,0.0,0.0,0.0,0.9478065088815613,0.9762845849802372
ex_000285,0,3,3,0.5,1.0,0.6666666666666666,0.9657626230436394,0.9838056680161944
ex_000286,2,2,1,0.8,1.0,0.888888888888889,0.9711148366499371,0.9863481228668941
ex_000287,0,3,1,0.3333333333333333,1.0,0.5,0.951295765996759,0.9786585365853658
ex_000288,0,2,1,0.0,0.0,0.0,0.9644747133143622,0.9831932773109243
ex_000289,1,0,0,0.75,0.75,0.75,0.9858545597375536,0.994413407821229
ex_000290,0,2,1,0.0,0.0,0.0,0.9421089117207339,0.9735449735449735
ex_000291,2,3,1,0.6,1.0,0.7499999999999999,0.9696192643061249,0.9846938775510203
ex_000292,2,4,0,1.0,1.0,1.0,1.0,1.0
ex_000293,0,3,1,0.5,1.0,0.6666666666666666,0.9778184707349202,0.9888475836431226
ex_000294,0,4,1,0.7777777777777778,1.0,0.8750000000000001,0.9669604131818109,0.984375
ex_000295,0,0,0,0.5,0.5,0.5,0.9478304542669937,0.9789915966386554
ex_000296,0,3,1,0.3333333333333333,1.0,0.5,0.970659256437732,0.9852216748768473
ex_000297,0,0,0,1.0,1.0,1.0,0.9484335380172323,0.9796954314720813
ex_000298,0,2,1,0.0,0.0,0.0,0.970659256437732,0.9852216748768473
ex_000299,3,3,1,0.3333333333333333,1.0,0.5,0.9674784604650333,0.9836065573770492
ex_000300,0,1,0,1.0,1.0,1.0,1.0,1.0
ex_000301,0,0,0,1.0,1.0,1.0,0.9720374026109416,0.988929889298893
ex_000302,0,2,1,0.3333333333333333,1.0,0.5,0.9473722395738329,0.9759615384615384
ex_000303,0,2,0,1.0,1.0,1.0,1.0,1.0
ex_000304,1,7,1,0.8571428571428571,1.0,0.923076923076923,0.9725393166209233,0.9861751152073733
ex_000305,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_000306,1,3,3,0.6666666666666666,1.0,0.8,0.9490778912405409,0.9767441860465116
ex_000307,1,5,1,0.6,1.0,0.7499999999999999,0.9741929437098139,0.9870129870129869
ex_000308,0,3,1,0.75,1.0,0.8571428571428571,0.97291126410066,0.9863636363636364
ex_000309,1,4,3,1.0,1.0,1.0,1.0,1.0
ex_000310,0,0,0,0.0,0.0,0.0,0.9725983312542936,0.9891891891891892
ex_000311,1,3,0,1.0,1.0,1.0,0.9350243050370589,0.9745222929936306
ex_000312,1,0,0,1.0,1.0,1.0,0.9766872700913048,0.9907834101382489
ex_000313,1,3,1,0.8,1.0,0.888888888888889,0.9724130538053293,0.9861111111111112
ex_000314,0,3,0,1.0,1.0,1.0,0.9904485426482703,0.9962121212121212
ex_000315,0,3,1,0.3333333333333333,1.0,0.5,0.9752571993407897,0.9875518672199171
ex_000316,0,3,1,0.6,1.0,0.7499999999999999,0.9709434454125223,0.9853658536585366
ex_000317,0,2,1,0.5,1.0,0.6666666666666666,0.9709434454125223,0.9853658536585366
ex_000318,0,3,1,0.3333333333333333,1.0,0.5,0.9560184668460774,0.9791666666666667
ex_000319,0,1,0,1.0,1.0,1.0,0.9559346947062602,0.9826086956521739
ex_000320,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_000321,1,6,0,1.0,1.0,1.0,0.9467315185593376,0.9789915966386554
ex_000322,2,3,5,1.0,1.0,1.0,0.981094969634343,0.9925093632958801
ex_000323,0,0,0,0.0,0.0,0.0,0.9904119091631277,0.9961977186311787
ex_000324,0,4,1,0.6,1.0,0.7499999999999999,0.9391226006271896,0.9728506787330317
ex_000325,2,3,3,0.6666666666666666,0.8571428571428571,0.75,0.9660362443758336,0.9839357429718876
