id,missing_count,hallucinated_count,contradictions_count,ref_precision,ref_recall,ref_f1,bleu,rouge_l_f
ex_000043,0,0,0,0.0,0.0,0.0,0.7411029701880939,0.875
ex_000044,2,0,0,1.0,0.8,0.888888888888889,0.9460780983178091,0.9783393501805054
ex_000045,0,0,0,1.0,1.0,1.0,0.9294483965139655,0.970954356846473
ex_000046,0,0,0,0.0,0.0,0.0,0.6146356266712197,0.804270462633452
ex_000047,0,0,0,1.0,1.0,1.0,0.9879655867558675,0.9952380952380953
ex_000048,3,0,0,0.0,0.0,0.0,0.9717829009839086,0.9850746268656716
ex_000049,0,0,0,1.0,1.0,1.0,0.9831355738376651,0.9933110367892977
ex_000050,0,0,0,1.0,0.6666666666666666,0.8,0.6108861831650838,0.8046875
ex_000051,0,1,2,1.0,1.0,1.0,0.7102102036399334,0.8544891640866873
ex_000052,0,0,0,0.0,0.0,0.0,0.7256059095784676,0.8622222222222222
ex_000053,0,1,0,0.0,0.0,0.0,0.9517005669984694,0.9795221843003413
ex_000054,0,0,0,1.0,0.6666666666666666,0.8,0.6973519009078148,0.8472906403940887
ex_000055,1,1,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9099928979008322,0.9632107023411371
ex_000056,1,2,3,1.0,0.7272727272727273,0.8421052631578948,0.28370032095709646,0.6153846153846153
ex_000057,0,0,0,0.0,0.0,0.0,0.8279723757146995,0.9144851657940664
ex_000058,0,0,0,0.0,0.0,0.0,0.5976913874377762,0.7935871743486974
ex_000059,0,0,0,0.0,0.0,0.0,0.7073338527045359,0.8542372881355933
ex_000060,3,0,0,0.0,0.0,0.0,0.5705882027531082,0.7815126050420169
ex_000061,3,3,0,0.8888888888888888,0.8,0.8421052631578948,0.8992717454956768,0.9554794520547946
ex_000062,2,2,0,1.0,0.7142857142857143,0.8333333333333333,0.9517369740237511,0.980544747081712
ex_000063,0,0,0,1.0,1.0,1.0,0.01471046175178267,0.3177570093457944
ex_000064,0,0,0,1.0,1.0,1.0,0.9686764652140377,0.9854014598540146
ex_000065,1,1,0,1.0,1.0,1.0,1.0,1.0
ex_000066,0,0,0,0.0,0.0,0.0,0.8119065848075097,0.9064039408866995
ex_000067,0,0,0,0.0,0.0,0.0,0.9593398478465428,0.9839357429718876
ex_000068,1,0,0,1.0,0.5,0.6666666666666666,0.93323304602845,0.9736842105263158
ex_000069,0,0,0,0.0,0.0,0.0,0.9828462679687724,0.9931972789115646
ex_000070,0,0,0,1.0,1.0,1.0,0.9782113003831395,0.9913793103448276
ex_000071,0,0,0,0.0,0.0,0.0,0.755160135494084,0.8825214899713466
ex_000072,0,0,0,1.0,1.0,1.0,0.9781159254140024,0.9913419913419913
ex_000073,0,0,0,0.0,0.0,0.0,0.9905007276202201,0.9946236559139785
ex_000074,0,0,0,0.0,0.0,0.0,0.9767954749790159,0.9908256880733946
ex_000075,0,0,0,1.0,0.8,0.888888888888889,0.6658994463829989,0.8341463414634147
ex_000076,0,0,0,0.0,0.0,0.0,0.7529099973906173,0.8791773778920309
ex_000077,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_000078,0,0,0,0.0,0.0,0.0,0.9600562201616687,0.9838056680161943
ex_000079,0,0,0,1.0,1.0,1.0,0.9876687702431277,0.9951219512195122
ex_000080,3,1,0,0.5,0.25,0.3333333333333333,0.9244763420836595,0.9702602230483272
ex_000081,0,0,0,1.0,1.0,1.0,0.9867540076865134,0.9947643979057592
ex_000082,0,0,0,1.0,1.0,1.0,0.9525923691194601,0.9812734082397003
ex_000083,1,1,0,1.0,1.0,1.0,1.0,1.0
ex_000084,2,1,0,1.0,0.7142857142857143,0.8333333333333333,0.9350277732757891,0.9736842105263158
ex_000085,1,1,0,1.0,1.0,1.0,0.9757454321289655,0.9903846153846154
ex_000086,0,0,0,0.0,0.0,0.0,0.5333919361702445,0.7666666666666666
ex_000087,0,0,0,0.0,0.0,0.0,0.9544914968913217,0.9820143884892086
ex_000088,0,2,2,1.0,1.0,1.0,0.9150294892244198,0.9641434262948207
ex_000089,0,0,0,0.0,0.0,0.0,0.9668447953723015,0.9868995633187773
ex_000090,0,1,0,1.0,0.6666666666666666,0.8,0.9255597723437421,0.9707112970711297
ex_000091,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_000092,0,1,0,0.0,0.0,0.0,0.9552630740978247,0.9819494584837545
ex_000093,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_000094,0,0,0,0.0,0.0,0.0,0.9788563349526188,0.9916317991631799
ex_000095,0,0,0,1.0,1.0,1.0,0.9442429221930223,0.9776119402985075
ex_000096,0,0,0,1.0,1.0,1.0,1.0,1.0
ex_000097,0,0,0,0.0,0.0,0.0,0.7846010314947598,0.8924485125858125
ex_000098,0,0,0,0.0,0.0,0.0,0.974551180970227,0.9899497487437185
ex_000099,0,0,0,1.0,1.0,1.0,0.912948880695472,0.9637096774193549
ex_000100,0,0,0,0.0,0.0,0.0,0.770288986872524,0.8901303538175046
ex_000101,0,0,0,0.0,0.0,0.0,0.9038270292373518,0.9621993127147767
ex_000102,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_000103,1,1,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8658338655343354,0.946360153256705
ex_000104,0,0,0,0.0,0.0,0.0,0.9894398525264839,0.99581589958159
ex_000105,0,0,0,0.0,0.0,0.0,0.9904485426482703,0.9962121212121212
ex_000106,1,1,0,1.0,1.0,1.0,0.9541143696415059,0.9819004524886877
ex_000107,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_000108,0,0,0,0.0,0.0,0.0,0.6880513465727585,0.8491879350348028
ex_000109,0,0,0,1.0,1.0,1.0,0.3074761178158585,0.6318840579710145
ex_000110,0,0,0,1.0,0.75,0.8571428571428571,0.9909987995529367,0.9964285714285714
ex_000111,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_000112,2,4,1,0.8,0.5,0.6153846153846154,0.5689280691847728,0.7867494824016564
ex_000113,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_000114,0,0,0,0.0,0.0,0.0,0.6947760551206612,0.8463356973995273
ex_000115,1,2,3,1.0,0.8,0.888888888888889,0.7652803867330666,0.8865435356200527
ex_000116,2,0,0,0.0,0.0,0.0,0.9230703830635645,0.9692982456140351
ex_000117,0,0,0,1.0,1.0,1.0,0.1731493491422711,0.5353846153846153
ex_000118,1,1,0,1.0,1.0,1.0,0.9388709709454659,0.9759036144578314
ex_000119,3,2,0,0.75,0.75,0.75,0.9286861562117349,0.9710743801652892
ex_000120,2,2,0,0.5,0.3333333333333333,0.4,0.6678379495336547,0.8333333333333333
ex_000121,1,1,0,1.0,0.75,0.8571428571428571,0.9783058475491547,0.9914163090128756
ex_000122,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_000123,3,0,0,1.0,0.5,0.6666666666666666,0.6872783716345189,0.8423529411764705
ex_000124,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_000125,0,0,0,0.0,0.0,0.0,0.9778704185595943,0.9907834101382489
ex_000126,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_000127,0,0,0,0.0,0.0,0.0,0.7138357615207424,0.8551068883610451
ex_000128,0,1,4,1.0,1.0,1.0,0.9798775391898517,0.99203187250996
ex_000129,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_000130,2,2,1,1.0,0.5714285714285714,0.7272727272727273,0.15425367751995323,0.49829351535836186
ex_000131,0,0,0,1.0,1.0,1.0,0.9666613286070393,0.9867986798679867
ex_000132,0,0,0,0.0,0.0,0.0,0.9677878689184223,0.9858490566037735
ex_000133,0,0,0,1.0,1.0,1.0,0.976130745257551,0.9905660377358491
ex_000134,0,0,0,0.0,0.0,0.0,0.9892583505502627,0.9957446808510638
ex_000135,0,0,0,0.0,0.0,0.0,0.9881369152237472,0.9953051643192489
ex_000136,0,0,0,1.0,0.6666666666666666,0.8,0.5295767887451754,0.761904761904762
ex_000137,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_000138,1,2,0,1.0,0.5,0.6666666666666666,0.7490443056021804,0.8752475247524751
ex_000139,0,0,0,1.0,1.0,1.0,0.9889740890659162,0.9956331877729258
ex_000140,1,3,0,1.0,1.0,1.0,1.0,1.0
ex_000141,0,0,0,1.0,1.0,1.0,0.9772880090830719,0.990990990990991
ex_000142,0,1,0,1.0,1.0,1.0,0.875593773084988,0.9460431654676259
ex_000143,0,0,0,0.0,0.0,0.0,0.9815824639831469,0.9927007299270073
ex_000144,0,0,0,1.0,1.0,1.0,0.8259608669598538,0.9230769230769231
ex_000145,0,0,0,1.0,1.0,1.0,0.9827267114919536,0.9931972789115646
ex_000146,5,0,0,1.0,0.5,0.6666666666666666,0.6285971220633272,0.8146341463414634
ex_000147,0,2,2,1.0,1.0,1.0,0.7839188282182987,0.8990476190476191
ex_000148,0,0,0,1.0,1.0,1.0,0.9913116326190065,0.996551724137931
ex_000149,0,0,0,1.0,1.0,1.0,0.4345452870428075,0.7040000000000001
ex_000150,0,0,0,1.0,1.0,1.0,0.8881913773816749,0.9526627218934911
ex_000151,0,0,0,1.0,1.0,1.0,0.6312997054230921,0.8164383561643834
ex_000152,0,1,0,0.0,0.0,0.0,0.965028795027838,0.986159169550173
ex_000153,0,0,0,1.0,1.0,1.0,0.9877292991777079,0.9951456310679612
ex_000154,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_000155,2,0,0,1.0,0.8,0.888888888888889,0.9253178974402464,0.969811320754717
ex_000156,1,1,0,1.0,1.0,1.0,0.6128898055652555,0.8075709779179809
ex_000157,0,0,0,0.0,0.0,0.0,0.9516743491975197,0.9809523809523809
ex_000158,0,0,0,0.0,0.0,0.0,0.7532686564546567,0.8759124087591241
ex_000159,3,0,0,1.0,0.5,0.6666666666666666,0.9911579823408511,0.9964912280701754
ex_000160,0,0,0,0.0,0.0,0.0,0.9479726264713136,0.977491961414791
ex_000161,1,0,0,1.0,1.0,1.0,1.0,1.0
ex_000162,0,0,0,0.0,0.0,0.0,0.9780197117210739,0.991304347826087
ex_000163,0,1,0,1.0,1.0,1.0,0.9686469431766283,0.987603305785124
ex_000164,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_000165,0,0,0,0.0,0.0,0.0,0.7578828600496745,0.8863109048723898
ex_000166,1,0,0,1.0,1.0,1.0,0.9693210032499554,0.9878419452887538
ex_000167,0,1,0,1.0,1.0,1.0,1.0,1.0
ex_000168,1,0,0,0.0,0.0,0.0,0.792985982095905,0.896969696969697
ex_000169,0,0,0,0.0,0.0,0.0,0.9520465898544072,0.9810606060606061
ex_000170,0,0,0,1.0,1.0,1.0,0.9453420682807921,0.9772727272727273
ex_000171,0,0,0,0.0,0.0,0.0,0.8520278210447302,0.9383886255924171
ex_000172,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_000173,0,0,0,0.0,0.0,0.0,0.9823621484436937,0.993006993006993
ex_000174,1,0,0,0.0,0.0,0.0,0.9911579823408511,0.9964912280701754
ex_000175,0,0,0,0.0,0.0,0.0,0.9888262404605161,0.995575221238938
ex_000176,0,0,0,1.0,1.0,1.0,0.9746800715354218,0.99
ex_000177,0,1,0,0.6666666666666666,1.0,0.8,0.9492219819737245,0.979933110367893
ex_000178,2,3,0,1.0,0.8,0.888888888888889,0.5183086301581484,0.7552447552447552
ex_000179,1,1,0,1.0,1.0,1.0,0.9094590957914251,0.9644268774703557
ex_000180,0,1,4,1.0,1.0,1.0,0.9723986004476711,0.9878542510121457
ex_000181,0,0,0,1.0,1.0,1.0,0.9116872321449248,0.9601328903654485
ex_000182,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_000183,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_000184,2,4,1,0.8333333333333334,0.5555555555555556,0.6666666666666667,0.9157132727842556,0.96484375
ex_000185,0,0,0,0.0,0.0,0.0,0.7854538128004357,0.894878706199461
ex_000186,4,5,0,0.8571428571428571,0.75,0.7999999999999999,0.8553548182343069,0.9423076923076923
ex_000187,0,0,0,0.0,0.0,0.0,0.9721402119251268,0.989010989010989
ex_000188,2,0,0,0.0,0.0,0.0,0.5828808152791998,0.7902869757174393
ex_000189,2,1,0,1.0,1.0,1.0,0.9463130691155555,0.9787985865724381
ex_000190,0,2,0,1.0,1.0,1.0,0.7182952244657976,0.8609865470852018
ex_000191,0,0,0,0.0,0.0,0.0,0.6466170462491547,0.8263473053892215
ex_000192,0,0,0,0.0,0.0,0.0,0.9550242979606264,0.9813084112149533
ex_000193,2,0,0,0.0,0.0,0.0,0.9613816262460633,0.9847328244274809
ex_000194,0,0,0,0.0,0.0,0.0,0.9354493405411809,0.9745762711864406
ex_000195,0,0,0,0.0,0.0,0.0,0.7732177818022398,0.888888888888889
ex_000196,5,0,0,1.0,1.0,1.0,0.9368097530748881,0.975103734439834
ex_000197,0,3,0,1.0,0.875,0.9333333333333333,0.8885151148697079,0.9554655870445344
ex_000198,0,0,0,0.0,0.0,0.0,0.9830784960400595,0.9932885906040269
ex_000199,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_000200,1,1,0,0.5,0.5,0.5,0.919623837817003,0.9669811320754716
ex_000201,0,1,0,1.0,1.0,1.0,0.9825468622096749,0.9930795847750865
ex_000202,0,0,0,0.0,0.0,0.0,0.9833600854867177,0.9933993399339934
ex_000203,1,1,0,1.0,1.0,1.0,0.9908337799512964,0.9963636363636363
ex_000204,1,1,0,0.5,0.5,0.5,0.9516756992026796,0.9809160305343512
ex_000205,3,5,4,1.0,0.6363636363636364,0.7777777777777778,0.6406690029113496,0.8185840707964602
ex_000206,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_000207,2,1,0,1.0,1.0,1.0,0.9896153224618992,0.9958847736625515
ex_000208,1,1,0,1.0,1.0,1.0,0.9075420298584902,0.963265306122449
ex_000209,0,0,0,1.0,1.0,1.0,0.9317024497267471,0.9730639730639731
ex_000210,3,1,0,1.0,0.6,0.7499999999999999,0.891847283702792,0.9563492063492064
ex_000211,0,3,0,0.5,0.4,0.4444444444444445,0.8041193340500904,0.919047619047619
ex_000212,0,0,0,0.0,0.0,0.0,0.9788563349526188,0.9916317991631799
ex_000213,0,0,0,1.0,1.0,1.0,0.7588214407191836,0.8841607565011821
ex_000214,0,0,0,1.0,1.0,1.0,0.5214370985505236,0.7565011820330969
ex_000215,0,1,0,0.5,1.0,0.6666666666666666,0.8718712899744259,0.9482071713147411
ex_000216,0,1,0,1.0,1.0,1.0,0.9677371021855948,0.987220447284345
ex_000217,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_000218,0,1,0,0.0,0.0,0.0,0.9505277735415318,0.98046875
ex_000219,0,0,0,1.0,1.0,1.0,0.9785846286275574,0.9915254237288136
ex_000220,0,0,0,1.0,1.0,1.0,0.9617741541036259,0.9849246231155779
ex_000221,0,4,1,0.8888888888888888,1.0,0.9411764705882353,0.9641852013183614,0.9846743295019157
ex_000222,0,0,0,0.0,0.0,0.0,0.8208201913795362,0.9149659863945578
ex_000223,0,1,0,1.0,1.0,1.0,1.0,1.0
ex_000224,0,0,0,0.0,0.0,0.0,0.6300063902111517,0.8123393316195372
ex_000225,1,0,0,0.0,0.0,0.0,0.5990283217673523,0.7990543735224586
ex_000226,1,1,0,1.0,1.0,1.0,0.866509637247328,0.9352941176470588
ex_000227,0,1,0,1.0,0.6666666666666666,0.8,0.7622477964768304,0.88659793814433
ex_000228,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_000229,0,0,0,1.0,1.0,1.0,0.9894398525264839,0.99581589958159
ex_000230,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_000231,0,0,0,0.0,0.0,0.0,0.9446865003779823,0.9772727272727273
ex_000232,1,1,0,1.0,1.0,1.0,0.9308574338336443,0.9727626459143969
ex_000233,4,0,0,1.0,0.8,0.888888888888889,0.9004498765527962,0.9573643410852714
ex_000234,0,0,0,0.0,0.0,0.0,0.28239095302198197,0.6126582278481013
ex_000235,1,0,0,0.0,0.0,0.0,0.6989686108406795,0.8565022421524663
ex_000236,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_000237,0,0,0,0.0,0.0,0.0,0.9280064651319928,0.9717514124293786
ex_000238,2,1,0,1.0,1.0,1.0,0.9919026154459581,0.9967845659163987
ex_000239,1,0,0,0.0,0.0,0.0,1.0,1.0
ex_000240,0,1,3,1.0,1.0,1.0,0.9798775391898517,0.99203187250996
ex_000241,0,1,0,0.0,0.0,0.0,0.9736720602791789,0.9892086330935251
ex_000242,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_000243,0,0,0,0.0,0.0,0.0,0.027021805951209073,0.3564356435643564
ex_000244,0,0,0,0.0,0.0,0.0,0.9179430325724756,0.9672897196261683
ex_000245,0,0,0,0.0,0.0,0.0,0.510731804377179,0.7482993197278912
ex_000246,0,0,0,1.0,1.0,1.0,0.6932959618132368,0.84796573875803
ex_000247,1,0,0,0.0,0.0,0.0,0.9708487962513992,0.9871794871794872
ex_000248,0,0,0,1.0,1.0,1.0,0.9912200900305255,0.9965156794425087
ex_000249,0,0,0,0.0,0.0,0.0,0.9893043084862078,0.9957627118644068
ex_000250,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_000251,0,0,0,1.0,0.75,0.8571428571428571,0.7416431361108095,0.8793565683646113
ex_000252,0,0,0,0.0,0.0,0.0,0.6650897586665616,0.8333333333333333
ex_000253,0,0,0,0.0,0.0,0.0,0.49687100987714816,0.7373737373737373
ex_000254,4,1,0,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.8906439756762491,0.9555555555555556
ex_000255,0,0,0,0.0,0.0,0.0,0.9735185667197579,0.9895104895104895
ex_000256,0,0,0,1.0,1.0,1.0,0.983304519892043,0.9933774834437086
ex_000257,1,1,2,1.0,0.6666666666666666,0.8,0.9445885949936635,0.9773584905660377
ex_000258,0,0,0,0.0,0.0,0.0,0.9903003029744886,0.9961538461538462
ex_000259,2,0,0,0.0,0.0,0.0,0.989349874818781,0.9957805907172996
ex_000260,0,0,0,1.0,1.0,1.0,0.965028795027838,0.986159169550173
ex_000261,0,0,0,0.0,0.0,0.0,0.7381759440727961,0.8720930232558141
ex_000262,0,0,0,0.0,0.0,0.0,0.9912813312708183,0.9965397923875432
ex_000263,0,0,0,1.0,1.0,1.0,0.6932693841114603,0.8451882845188284
ex_000264,0,0,0,0.0,0.0,0.0,0.7822099794179637,0.8957871396895787
ex_000265,0,0,0,0.0,0.0,0.0,0.9881369152237472,0.9953051643192489
ex_000266,0,0,0,0.0,0.0,0.0,0.6281995737966526,0.8150134048257373
ex_000267,0,0,0,0.0,0.0,0.0,0.9743342586890346,0.9898305084745763
ex_000268,0,0,0,1.0,1.0,1.0,0.9771564780510027,0.990625
ex_000269,0,1,0,0.0,0.0,0.0,0.6925057230842943,0.8473282442748091
ex_000270,0,0,0,0.0,0.0,0.0,0.9606527992677213,0.9844236760124611
ex_000271,0,0,0,0.0,0.0,0.0,0.9922538753137174,0.9969230769230769
ex_000272,2,4,0,1.0,1.0,1.0,0.9689069494188363,0.9877049180327869
ex_000273,0,0,0,1.0,1.0,1.0,0.9881929457145813,0.9953271028037384
ex_000274,0,0,0,1.0,1.0,1.0,0.6561091770229053,0.8284671532846715
ex_000275,0,0,0,0.0,0.0,0.0,0.9326051900666027,0.9703947368421053
ex_000276,0,0,0,0.0,0.0,0.0,0.2085518541786629,0.5606060606060607
ex_000277,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_000278,0,0,0,1.0,0.75,0.8571428571428571,0.9304526200169312,0.9722222222222222
ex_000279,0,0,0,1.0,1.0,1.0,0.9773217726427009,0.9910313901345291
ex_000280,0,0,0,0.0,0.0,0.0,0.728725860054415,0.8671679197994988
ex_000281,0,0,0,0.0,0.0,0.0,0.7996292079717502,0.904109589041096
ex_000282,0,0,0,0.0,0.0,0.0,0.9802183041490615,0.9907834101382489
ex_000283,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_000284,2,1,0,0.0,0.0,0.0,0.9588376209378691,0.983739837398374
ex_000285,0,0,0,0.0,0.0,0.0,0.9903377926228485,0.9961685823754789
ex_000286,2,6,0,1.0,0.9,0.9473684210526316,0.9376395780495798,0.975
ex_000287,0,0,0,0.0,0.0,0.0,0.7348557452030628,0.8697788697788698
ex_000288,0,0,0,1.0,1.0,1.0,0.985095502717434,0.9941176470588236
ex_000289,0,0,0,0.0,0.0,0.0,0.4034870347522974,0.6908077994428969
ex_000290,0,0,0,0.0,0.0,0.0,0.9140681135192839,0.9651898734177216
ex_000291,0,1,0,0.75,1.0,0.8571428571428571,0.9337821628291179,0.970954356846473
ex_000292,0,0,0,0.0,0.0,0.0,0.9887254519239596,0.9955357142857143
ex_000293,0,0,0,1.0,1.0,1.0,0.9262379609857048,0.9710144927536232
ex_000294,4,2,0,0.8571428571428571,0.46153846153846156,0.6,0.5311101653569383,0.76
ex_000295,0,0,0,0.0,0.0,0.0,0.9916034506450185,0.9966666666666667
ex_000296,0,0,0,1.0,0.75,0.8571428571428571,0.6754644145312931,0.8390022675736961
ex_000297,1,0,0,0.0,0.0,0.0,0.9787610417723389,0.9911504424778761
ex_000298,1,3,0,0.6666666666666666,0.8,0.7272727272727272,0.9426145223555419,0.9773584905660377
ex_000299,0,0,0,0.0,0.0,0.0,0.7056178872952522,0.8542094455852157
ex_000300,0,4,3,0.8571428571428571,0.75,0.7999999999999999,0.8566825823623667,0.9422222222222222
ex_000301,0,0,0,1.0,1.0,1.0,1.0,1.0
ex_000302,0,0,0,1.0,0.5,0.6666666666666666,0.5788241172892782,0.7829787234042553
ex_000303,0,1,0,1.0,1.0,1.0,0.9262185358429565,0.9691629955947137
ex_000304,2,3,0,0.8888888888888888,1.0,0.9411764705882353,0.9559357153471975,0.9825783972125436
ex_000305,0,0,0,0.0,0.0,0.0,0.9772184319311534,0.990990990990991
ex_000306,0,0,0,0.0,0.0,0.0,0.5934281113522151,0.7932203389830509
ex_000307,1,2,0,1.0,1.0,1.0,1.0,1.0
ex_000308,0,0,0,0.0,0.0,0.0,0.7700808996905147,0.8850855745721271
ex_000309,0,0,0,1.0,0.875,0.9333333333333333,0.981023212727076,0.9924812030075187
ex_000310,0,0,0,0.0,0.0,0.0,0.9837690136276332,0.9932203389830508
ex_000311,1,1,0,1.0,1.0,1.0,0.8571302502094427,0.9318181818181818
ex_000312,0,0,0,1.0,1.0,1.0,0.9553706340701666,0.9809523809523809
ex_000313,3,0,0,0.0,0.0,0.0,0.9598299639850956,0.9841269841269841
ex_000314,0,0,0,1.0,1.0,1.0,0.8450439422941844,0.9254385964912281
ex_000315,0,0,0,0.0,0.0,0.0,0.49639986821704996,0.743661971830986
ex_000316,0,0,0,1.0,0.5,0.6666666666666666,0.5348997596122594,0.7615894039735099
ex_000317,0,0,0,0.0,0.0,0.0,0.4402311226348152,0.7120743034055729
ex_000318,0,0,0,0.0,0.0,0.0,0.9886743726872161,0.9955156950672646
ex_000319,0,0,0,0.0,0.0,0.0,0.9761771399509344,0.9881889763779528
ex_000320,0,0,0,1.0,1.0,1.0,0.9897850561577881,0.9959514170040485
ex_000321,0,1,0,0.0,0.0,0.0,0.8616852735491705,0.9446808510638298
ex_000322,3,3,0,0.5,0.5,0.5,0.9519068447739284,0.9810426540284362
ex_000323,3,1,0,1.0,0.5,0.6666666666666666,0.698455199031566,0.8482142857142858
ex_000324,0,1,2,1.0,0.6666666666666666,0.8,0.7802930802126883,0.8944099378881987
ex_000325,1,0,0,0.0,0.0,0.0,0.9920821392995058,0.9968553459119497
ex_000326,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_000327,2,0,0,1.0,0.5,0.6666666666666666,0.967278826355373,0.9870689655172413
ex_000328,0,0,1,1.0,1.0,1.0,0.9646569894372311,0.986046511627907
ex_000329,2,0,0,0.0,0.0,0.0,0.7344284141836024,0.8715083798882681
ex_000330,0,0,0,1.0,1.0,1.0,0.9339531905739873,0.9731800766283525
ex_000331,0,0,0,1.0,1.0,1.0,0.6908089844799087,0.8444444444444444
ex_000332,0,0,0,0.0,0.0,0.0,0.9894842736191451,0.9958333333333333
